"Affiliate","Is_Physical","Is_Non_Prod","WindowsServerName","Windows_FQDN","SQL_Instance_Name","OperatingSystemVersion","Processors","TotalCores","TotalLogicalCores","ProcessorType","HyperthreadingEnabled","SQL_Version_No","SQL_Version_Name","SQL_Edition"
,"N","N","pwgr2rsql051","pwgr2rsql051.prod.pb01.local","PWGR2RSQL051","Microsoft Windows Server 2016 Standard","4","8","8","Intel(R) Xeon(R) Gold 6150 CPU @ 2.70GHz","N","13.0.5026.0","Microsoft SQL Server 2016 (SP2) (KB4052908) - 13.0.5026.0","Enterprise Edition: Core-based Licensing (64-bit)"
