"Affiliate","Is_Physical","Is_Non_Prod","WindowsServerName","Windows_FQDN","SQL_Instance_Name","OperatingSystemVersion","Processors","TotalCores","TotalLogicalCores","ProcessorType","HyperthreadingEnabled","SQL_Version_No","SQL_Version_Name","SQL_Edition"
,"Yes","N","PWGR2PSQL033C-1","PWGR2PSQL033C-1.prod.pb01.local","PWGR2PSQL033C-1","Microsoft Windows Server 2016 Standard","2","16","32","Intel(R) Xeon(R) Gold 6144 CPU @ 3.50GHz","Y, Logical Cores : 32","13.0.5366.0","Microsoft SQL Server 2016 (SP2-CU7-GDR) (KB4505222) - 13.0.5366.0","Enterprise Edition: Core-based Licensing (64-bit)"
